date,amount,account_code,account_name,vendor,description,journal_ref
2024-11-01,4843.52,4000,Sales Revenue,Pacific Office Co,Supplies order,JE-10306
2024-08-28,448.95,6900,Repairs & Maintenance,Bridgepoint Travel,Equipment lease,JE-10307
2024-02-07,4775.04,4100,Service Revenue,Bridgepoint Travel,Equipment lease,JE-10308
2024-01-10,3495.73,4000,Sales Revenue,Quantum Software Inc,Equipment lease,JE-10309
2024-11-05,605.11,6500,Travel & Entertainment,Bridgepoint Travel,Supplies order,JE-10310
2024-10-01,3319.31,6100,Rent Expense,Customer D Industries,Vendor payment,JE-10311
2024-01-16,1613.16,6010,Payroll Tax Expense,Quantum Software Inc,Routine purchase,JE-10312
2024-04-09,5964.58,6000,Salaries Expense,Vector IT Solutions,Vendor payment,JE-10313
2024-06-20,2887.48,7000,Cash Disbursements,Northstar Utilities,Equipment lease,JE-10314
2024-04-25,2004.13,2000,Accounts Payable,Customer D Industries,Service rendered,JE-10315
2024-01-09,2649.77,5000,Cost of Goods Sold,Northstar Utilities,Routine purchase,JE-10316
2024-01-03,2367.53,6400,Professional Fees,Apex Payroll Services,Subscription renewal,JE-10317
2024-03-14,1268.63,6400,Professional Fees,Customer D Industries,Monthly invoice,JE-10318
2024-07-03,1544.2,1200,Accounts Receivable,Greenline Insurance,Equipment lease,JE-10319
2024-02-19,922.58,6800,Insurance Expense,Citywide Rentals LLC,Vendor payment,JE-10320
2024-01-23,196.37,6300,Office Supplies,Northstar Utilities,Reimbursement,JE-10321
2024-03-21,2975.46,6100,Rent Expense,Summit Marketing Group,Vendor payment,JE-10322
2024-03-27,864.15,6500,Travel & Entertainment,Vector IT Solutions,Reimbursement,JE-10323
2024-09-06,6750.06,6000,Salaries Expense,Customer D Industries,Reimbursement,JE-10324
2024-03-12,322.34,6700,Software Subscriptions,Quantum Software Inc,Recurring charge,JE-10325
2024-04-17,3207.41,6100,Rent Expense,Vista Trading Co #1924,Recurring charge,JE-10326
2024-04-05,933.02,5000,Cost of Goods Sold,Northstar Utilities,Subscription renewal,JE-10327
2024-09-28,2160.46,5000,Cost of Goods Sold,Northstar Utilities,Reimbursement,JE-10328
2024-12-25,2003.32,6400,Professional Fees,Bridgepoint Travel,Routine purchase,JE-10329
2024-05-15,50.0,6400,Professional Fees,Acme Supplies Inc,Equipment lease,JE-10330
2024-01-14,3063.28,6100,Rent Expense,Apex Payroll Services,Subscription renewal,JE-10331
2024-07-16,5270.98,6000,Salaries Expense,Customer B LLC,Reimbursement,JE-10332
2024-02-20,4915.4,1200,Accounts Receivable,Customer D Industries,Equipment lease,JE-10333
2024-03-23,4738.93,5100,Inventory Purchases,Standard Bank,Vendor payment,JE-10334
2024-10-02,5235.58,6000,Salaries Expense,Vector IT Solutions,Recurring charge,JE-10335
2024-08-30,4830.22,1200,Accounts Receivable,Customer A Corp,Subscription renewal,JE-10336
2024-12-05,1185.68,6800,Insurance Expense,Customer D Industries,Supplies order,JE-10337
2024-05-17,712.61,6300,Office Supplies,Bridgepoint Travel,Subscription renewal,JE-10338
2024-03-29,3051.12,6100,Rent Expense,Bridgepoint Travel,Vendor payment,JE-10339
2024-08-06,155.05,6200,Utilities Expense,Bayview Logistics,Service rendered,JE-10340
2024-11-12,2927.51,4000,Sales Revenue,Quantum Software Inc,Routine purchase,JE-10341
2024-04-17,6943.57,6000,Salaries Expense,Standard Bank,,JE-10342
2024-09-16,1192.13,2000,Accounts Payable,Customer D Industries,Reimbursement,JE-10343
2024-04-08,8259.76,1200,Accounts Receivable,Greenline Insurance,Service rendered,JE-10344
2024-07-19,895.13,6010,Payroll Tax Expense,Standard Bank,Monthly invoice,JE-10345
2024-03-17,5777.27,4000,Sales Revenue,Bayview Logistics,Monthly invoice,JE-10346
2024-12-18,2215.91,2000,Accounts Payable,Pinecone Partners #1932,Monthly invoice,JE-10347
2024-09-02,86.16,6900,Repairs & Maintenance,Quantum Software Inc,Vendor payment,JE-10348
2024-06-18,909.93,6800,Insurance Expense,Summit Marketing Group,Reimbursement,JE-10349
2024-03-25,7492.62,6000,Salaries Expense,Bayview Logistics,Monthly invoice,JE-10350
2024-08-29,75.49,6600,Marketing Expense,Customer B LLC,Subscription renewal,JE-10351
2024-02-24,4320.6,4100,Service Revenue,Customer A Corp,Service rendered,JE-10352
2024-05-16,1064.98,6800,Insurance Expense,Standard Bank,Recurring charge,JE-10353
2024-01-14,50.0,6900,Repairs & Maintenance,Greenline Insurance,Subscription renewal,JE-10354
2024-02-04,2879.14,7000,Cash Disbursements,Northstar Utilities,Equipment lease,JE-10355
2024-05-06,6755.84,6000,Salaries Expense,Customer A Corp,Subscription renewal,JE-10356
2024-09-27,2629.06,7000,Cash Disbursements,Vector IT Solutions,Monthly invoice,JE-10357
2024-12-15,1109.89,7000,Cash Disbursements,Bridgepoint Travel,Equipment lease,JE-10358
2024-10-03,7057.85,1200,Accounts Receivable,Pacific Office Co,Reimbursement,JE-10359
2024-02-01,204.42,6600,Marketing Expense,Bayview Logistics,Vendor payment,JE-10360
2024-09-26,2226.04,5100,Inventory Purchases,Standard Bank,Subscription renewal,JE-10361
2024-08-02,3373.7,4100,Service Revenue,Customer A Corp,Subscription renewal,JE-10362
2024-11-27,4581.0,5100,Inventory Purchases,Customer C Holdings,Vendor payment,JE-10363
2024-10-22,390.26,6700,Software Subscriptions,Customer D Industries,Routine purchase,JE-10364
2024-08-06,2769.81,6100,Rent Expense,Apex Payroll Services,Recurring charge,JE-10365
2024-08-10,1201.69,6800,Insurance Expense,Bayview Logistics,Recurring charge,JE-10366
2024-05-09,2399.91,5100,Inventory Purchases,Customer A Corp,Supplies order,JE-10367
2024-04-07,2770.54,5000,Cost of Goods Sold,Northstar Utilities,Recurring charge,JE-10368
2024-05-20,8458.89,6000,Salaries Expense,Bayview Logistics,Routine purchase,JE-10369
2024-10-23,880.03,6600,Marketing Expense,Northstar Utilities,Subscription renewal,JE-10370
2024-12-30,1167.09,1200,Accounts Receivable,Greenline Insurance,Equipment lease,JE-10371
2024-03-21,7704.24,6000,Salaries Expense,Reliant Repair Services,Vendor payment,JE-10372
2024-08-04,2893.22,6100,Rent Expense,Bayview Logistics,Supplies order,JE-10373
2024-12-04,685.89,6900,Repairs & Maintenance,Citywide Rentals LLC,Supplies order,JE-10374
2024-03-15,1818.83,6600,Marketing Expense,Acme Supplies Inc,Vendor payment,JE-10375
2024-04-22,1659.29,6400,Professional Fees,Reliant Repair Services,Service rendered,JE-10376
2024-04-30,1083.51,6800,Insurance Expense,Customer D Industries,Supplies order,JE-10377
2024-06-11,762.46,6900,Repairs & Maintenance,Customer B LLC,,JE-10378
2024-10-03,6390.92,1200,Accounts Receivable,Northstar Utilities,Reimbursement,JE-10379
2024-07-29,2836.93,2000,Accounts Payable,Vector IT Solutions,Vendor payment,JE-10380
2024-09-03,3409.56,5100,Inventory Purchases,Customer B LLC,Service rendered,JE-10381
2024-05-03,345.15,6700,Software Subscriptions,Standard Bank,Equipment lease,JE-10382
2024-11-12,3576.91,6400,Professional Fees,Summit Marketing Group,Service rendered,JE-10383
2024-02-26,3002.13,6100,Rent Expense,Quantum Software Inc,Service rendered,JE-10384
2024-03-26,540.9,6700,Software Subscriptions,Customer C Holdings,Recurring charge,JE-10385
2024-12-10,4852.5,4100,Service Revenue,Summit Marketing Group,Recurring charge,JE-10386
2024-11-19,829.98,6900,Repairs & Maintenance,Vector IT Solutions,Monthly invoice,JE-10387
2024-07-10,561.96,6400,Professional Fees,Northstar Utilities,Routine purchase,JE-10388
2024-01-02,573.54,6900,Repairs & Maintenance,Vector IT Solutions,Monthly invoice,JE-10389
2024-08-16,1188.67,1200,Accounts Receivable,Greenline Insurance,Recurring charge,JE-10390
2024-12-31,648.04,6010,Payroll Tax Expense,Vector IT Solutions,Subscription renewal,JE-10391
2024-12-31,2354.45,6400,Professional Fees,Pacific Office Co,Supplies order,JE-10392
2024-05-20,1337.09,6600,Marketing Expense,Citywide Rentals LLC,Routine purchase,JE-10393
2024-10-06,1026.7,7000,Cash Disbursements,Customer C Holdings,Routine purchase,JE-10394
2024-10-11,2208.08,6600,Marketing Expense,Acme Supplies Inc,Subscription renewal,JE-10395
2024-06-18,3035.03,4000,Sales Revenue,Apex Payroll Services,Service rendered,JE-10396
2024-01-11,1170.03,6900,Repairs & Maintenance,Customer D Industries,Equipment lease,JE-10397
2024-04-23,4069.04,5100,Inventory Purchases,Customer C Holdings,Subscription renewal,JE-10398
2024-11-24,2285.32,7000,Cash Disbursements,Apex Payroll Services,Subscription renewal,JE-10399
2024-11-26,1171.89,6600,Marketing Expense,Citywide Rentals LLC,Recurring charge,JE-10400
2024-11-27,3018.7,4000,Sales Revenue,Quantum Software Inc,Service rendered,JE-10401
2024-03-08,1227.86,6800,Insurance Expense,Standard Bank,Monthly invoice,JE-10402
2024-06-13,1045.98,2000,Accounts Payable,Customer B LLC,Service rendered,JE-10403
2024-09-12,5909.35,7000,Cash Disbursements,Standard Bank,Equipment lease,JE-10404
2024-05-11,357.41,6300,Office Supplies,Reliant Repair Services,Reimbursement,JE-10405
2024-10-27,24850.0,6300,Office Supplies,Echo Services #1998,,JE-10406
2024-01-23,2777.8,4100,Service Revenue,Bridgepoint Travel,Service rendered,JE-10407
2024-01-03,2763.47,5000,Cost of Goods Sold,Bridgepoint Travel,Subscription renewal,JE-10408
2024-01-22,393.13,6200,Utilities Expense,Customer B LLC,Recurring charge,JE-10409
2024-01-19,6792.81,1200,Accounts Receivable,Customer B LLC,Subscription renewal,JE-10410
2024-12-31,3586.46,2000,Accounts Payable,Acme Supplies Inc,Recurring charge,JE-10411
2024-01-24,561.32,6200,Utilities Expense,Customer D Industries,Supplies order,JE-10412
2024-06-18,580.87,6200,Utilities Expense,Citywide Rentals LLC,Reimbursement,JE-10413
2024-12-17,3153.8,6100,Rent Expense,Quantum Software Inc,Service rendered,JE-10414
2024-07-15,5952.53,2000,Accounts Payable,Vector IT Solutions,Monthly invoice,JE-10415
2024-02-02,1192.96,6800,Insurance Expense,Standard Bank,Vendor payment,JE-10416
2024-05-01,2368.34,2000,Accounts Payable,Acme Supplies Inc,Vendor payment,JE-10417
2024-05-21,388.15,6700,Software Subscriptions,Citywide Rentals LLC,Subscription renewal,JE-10418
2024-06-04,5797.94,4000,Sales Revenue,Summit Marketing Group,Service rendered,JE-10419
2024-02-12,5573.43,5000,Cost of Goods Sold,Reliant Repair Services,Supplies order,JE-10420
2024-11-01,3636.45,4100,Service Revenue,Quantum Software Inc,Routine purchase,JE-10421
2024-11-18,3075.04,5000,Cost of Goods Sold,Vector IT Solutions,Equipment lease,JE-10422
2024-07-19,500.05,6200,Utilities Expense,Customer C Holdings,Reimbursement,JE-10423
2024-02-14,2932.23,6100,Rent Expense,Northstar Utilities,Vendor payment,JE-10424
2024-05-15,6712.26,2000,Accounts Payable,Standard Bank,Recurring charge,JE-10425
2024-08-29,3518.63,4100,Service Revenue,Greenline Insurance,Monthly invoice,JE-10426
2024-10-07,2039.18,6400,Professional Fees,Vector IT Solutions,Monthly invoice,JE-10427
2024-03-16,1218.56,6010,Payroll Tax Expense,Greenline Insurance,Subscription renewal,JE-10428
2024-02-06,2133.46,5100,Inventory Purchases,Customer A Corp,Vendor payment,JE-10429
2024-10-18,1763.14,4100,Service Revenue,Customer A Corp,Monthly invoice,JE-10430
2024-12-03,1279.12,6800,Insurance Expense,Pacific Office Co,Service rendered,JE-10431
2024-07-30,955.4,6500,Travel & Entertainment,Pacific Office Co,Supplies order,JE-10432
2024-10-15,1250.1,6600,Marketing Expense,Apex Payroll Services,Monthly invoice,JE-10433
2024-12-09,4917.57,6700,Software Subscriptions,Apex Payroll Services,Vendor payment,JE-10434
2024-05-01,3777.02,6100,Rent Expense,Greenline Insurance,Recurring charge,JE-10435
2024-06-14,5104.68,7000,Cash Disbursements,Customer A Corp,Supplies order,JE-10436
2024-10-28,71.49,6300,Office Supplies,Customer D Industries,Routine purchase,JE-10437
2024-09-21,6362.55,6000,Salaries Expense,Quantum Software Inc,Vendor payment,JE-10438
2024-02-29,3151.41,4100,Service Revenue,Greenline Insurance,Subscription renewal,JE-10439
2024-07-07,6194.37,2000,Accounts Payable,Customer D Industries,Supplies order,JE-10440
2024-10-09,482.11,6200,Utilities Expense,Apex Payroll Services,Supplies order,JE-10441
2024-08-18,6839.1,6000,Salaries Expense,Citywide Rentals LLC,Routine purchase,JE-10442
2024-08-02,9434.9,6000,Salaries Expense,Standard Bank,Recurring charge,JE-10443
2024-05-29,1122.15,6800,Insurance Expense,Customer C Holdings,Monthly invoice,JE-10444
2024-08-13,714.25,6500,Travel & Entertainment,Customer A Corp,Reimbursement,JE-10445
2024-09-13,3453.74,6400,Professional Fees,Greenline Insurance,Equipment lease,JE-10446
2024-09-06,500.47,6700,Software Subscriptions,Apex Payroll Services,Monthly invoice,JE-10447
2024-12-24,257.94,6200,Utilities Expense,Standard Bank,Recurring charge,JE-10448
2024-06-06,738.5,6010,Payroll Tax Expense,Pacific Office Co,Recurring charge,JE-10449
2024-02-14,515.29,6300,Office Supplies,Quantum Software Inc,Service rendered,JE-10450
2024-09-26,2905.25,7000,Cash Disbursements,Bayview Logistics,Routine purchase,JE-10451
2024-04-29,6619.22,4000,Sales Revenue,Bayview Logistics,Service rendered,JE-10452
2024-02-14,743.93,6500,Travel & Entertainment,Customer A Corp,Routine purchase,JE-10453
2024-04-24,500.0,6600,Marketing Expense,Standard Bank,Monthly invoice,JE-10454
2024-12-09,445.46,6300,Office Supplies,Standard Bank,Equipment lease,JE-10455
2024-08-02,301.08,6700,Software Subscriptions,Standard Bank,Subscription renewal,JE-10456
2024-08-12,1586.04,6600,Marketing Expense,Quantum Software Inc,Routine purchase,JE-10457
2024-03-15,6032.64,1200,Accounts Receivable,Acme Supplies Inc,Supplies order,JE-10458
2024-02-11,3486.58,2000,Accounts Payable,Citywide Rentals LLC,Service rendered,JE-10459
2024-06-13,50.0,6900,Repairs & Maintenance,Bayview Logistics,Vendor payment,JE-10460
2024-01-22,851.48,6900,Repairs & Maintenance,Reliant Repair Services,Equipment lease,JE-10461
2024-10-26,50.0,7000,Cash Disbursements,Standard Bank,Reimbursement,JE-10462
2024-07-16,1766.22,5000,Cost of Goods Sold,Vector IT Solutions,Recurring charge,JE-10463
2024-03-28,441.67,6200,Utilities Expense,Pacific Office Co,Equipment lease,JE-10464
2024-12-06,178.98,6700,Software Subscriptions,Customer B LLC,Vendor payment,JE-10465
2024-06-17,530.61,6500,Travel & Entertainment,Northstar Utilities,Routine purchase,JE-10466
2024-03-22,3446.21,1200,Accounts Receivable,Bayview Logistics,Subscription renewal,JE-10467
2024-07-08,1559.35,5100,Inventory Purchases,Vector IT Solutions,Subscription renewal,JE-10468
2024-05-30,2516.81,6600,Marketing Expense,Citywide Rentals LLC,Service rendered,JE-10469
2024-09-26,4372.38,2000,Accounts Payable,Quantum Software Inc,Equipment lease,JE-10470
2024-03-13,1067.62,6800,Insurance Expense,Bayview Logistics,Vendor payment,JE-10471
2024-04-23,5101.34,4100,Service Revenue,Apex Payroll Services,Service rendered,JE-10472
2024-09-26,1796.91,5100,Inventory Purchases,Summit Marketing Group,Reimbursement,JE-10473
2024-08-28,982.52,6900,Repairs & Maintenance,Bayview Logistics,Monthly invoice,JE-10474
2024-03-25,1871.51,2000,Accounts Payable,Standard Bank,Service rendered,JE-10475
2024-11-09,4799.01,4100,Service Revenue,Vector IT Solutions,Vendor payment,JE-10476
2024-08-26,676.06,6600,Marketing Expense,Standard Bank,Subscription renewal,JE-10477
2024-02-13,2218.42,7000,Cash Disbursements,Bayview Logistics,Vendor payment,JE-10478
2024-12-26,288.28,6900,Repairs & Maintenance,Customer C Holdings,Routine purchase,JE-10479
2024-03-14,4241.47,5100,Inventory Purchases,Apex Payroll Services,Supplies order,JE-10480
2024-04-09,1595.86,6600,Marketing Expense,Greenline Insurance,Equipment lease,JE-10481
2024-08-20,53.04,6300,Office Supplies,Citywide Rentals LLC,Vendor payment,JE-10482
2024-06-09,4499.82,7000,Cash Disbursements,Customer C Holdings,Service rendered,JE-10483
2024-12-12,3029.93,6100,Rent Expense,Standard Bank,Reimbursement,JE-10484
2024-08-13,2999.09,6100,Rent Expense,Bridgepoint Travel,Supplies order,JE-10485
2024-03-02,3110.33,6100,Rent Expense,Customer C Holdings,Supplies order,JE-10486
2024-06-07,1560.55,6400,Professional Fees,Summit Marketing Group,Monthly invoice,JE-10487
2024-07-18,2038.05,2000,Accounts Payable,Vector IT Solutions,Subscription renewal,JE-10488
2024-10-17,780.43,6600,Marketing Expense,Reliant Repair Services,Recurring charge,JE-10489
2024-02-20,407.8,6200,Utilities Expense,Standard Bank,Vendor payment,JE-10490
2024-07-06,1264.24,6800,Insurance Expense,Greenline Insurance,Supplies order,JE-10491
2024-01-28,1144.12,6500,Travel & Entertainment,Summit Marketing Group,Service rendered,JE-10492
2024-05-05,2993.39,6100,Rent Expense,Quantum Software Inc,Service rendered,JE-10493
2024-02-07,2053.08,5100,Inventory Purchases,Standard Bank,Reimbursement,JE-10494
2024-06-28,1015.62,6800,Insurance Expense,Customer D Industries,Recurring charge,JE-10495
2024-02-27,2516.76,4100,Service Revenue,Customer D Industries,Reimbursement,JE-10496
2024-11-12,301.65,6300,Office Supplies,Citywide Rentals LLC,Recurring charge,JE-10497
2024-08-11,4366.85,1200,Accounts Receivable,Quantum Software Inc,Routine purchase,JE-10498
2024-12-10,1615.17,6600,Marketing Expense,Northstar Utilities,Subscription renewal,JE-10499
2024-03-19,7375.77,4000,Sales Revenue,Northstar Utilities,Routine purchase,JE-10500
2024-02-12,4168.06,4100,Service Revenue,Acme Supplies Inc,Routine purchase,JE-10501
2024-06-14,211.51,6500,Travel & Entertainment,Customer C Holdings,Routine purchase,JE-10502
2024-01-18,971.24,6400,Professional Fees,Summit Marketing Group,Service rendered,JE-10503
2024-12-18,693.7,6200,Utilities Expense,Bridgepoint Travel,Vendor payment,JE-10504
2024-03-22,3009.8,6100,Rent Expense,Pinecone Partners #1939,Recurring charge,JE-10505
2024-10-24,394.08,6200,Utilities Expense,Northstar Utilities,Equipment lease,JE-10506
2024-02-16,628.73,6010,Payroll Tax Expense,Customer B LLC,Equipment lease,JE-10507
2024-12-16,2138.86,6400,Professional Fees,Vista Trading Co #1940,Subscription renewal,JE-10508
2024-09-27,50.0,6600,Marketing Expense,Pacific Office Co,Supplies order,JE-10509
2024-08-28,683.15,6010,Payroll Tax Expense,Acme Supplies Inc,Recurring charge,JE-10510
2024-01-04,361.6,6200,Utilities Expense,Customer A Corp,Monthly invoice,JE-10511
2024-03-19,5913.1,5000,Cost of Goods Sold,Bayview Logistics,Supplies order,JE-10512
2024-05-23,7404.01,6000,Salaries Expense,Pacific Office Co,Monthly invoice,JE-10513
2024-06-09,306.38,6900,Repairs & Maintenance,Northstar Utilities,Equipment lease,JE-10514
2024-05-20,750.32,6500,Travel & Entertainment,Customer B LLC,Monthly invoice,JE-10515
2024-07-15,370.35,6200,Utilities Expense,Vector IT Solutions,Reimbursement,JE-10516
2024-12-17,489.37,6300,Office Supplies,Reliant Repair Services,Routine purchase,JE-10517
2024-08-23,5431.17,2000,Accounts Payable,Northstar Utilities,Recurring charge,JE-10518
2024-11-21,2630.26,4100,Service Revenue,Apex Payroll Services,Recurring charge,JE-10519
2024-09-06,5307.57,2000,Accounts Payable,Bridgepoint Travel,Monthly invoice,JE-10520
2024-02-12,3096.4,7000,Cash Disbursements,Customer D Industries,Reimbursement,JE-10521
2024-12-31,3184.12,7000,Cash Disbursements,Northstar Utilities,Service rendered,JE-10522
2024-02-22,193.47,6200,Utilities Expense,Northstar Utilities,Equipment lease,JE-10523
2024-02-14,50.0,2000,Accounts Payable,Customer D Industries,Monthly invoice,JE-10524
2024-01-02,6202.98,6000,Salaries Expense,Pacific Office Co,Reimbursement,JE-10525
2024-04-07,2949.0,5000,Cost of Goods Sold,Customer C Holdings,Reimbursement,JE-10526
2024-07-29,1242.54,6010,Payroll Tax Expense,Customer C Holdings,Monthly invoice,JE-10527
2024-03-07,1097.74,6010,Payroll Tax Expense,Customer D Industries,Vendor payment,JE-10528
2024-04-01,953.41,6500,Travel & Entertainment,Customer C Holdings,Monthly invoice,JE-10529
2024-08-22,3089.25,7000,Cash Disbursements,Vector IT Solutions,Reimbursement,JE-10530
2024-02-13,610.91,6900,Repairs & Maintenance,Echo Services #1923,Reimbursement,JE-10531
2024-01-29,178.79,6300,Office Supplies,Vector IT Solutions,Reimbursement,JE-10532
2024-10-24,2428.36,6600,Marketing Expense,Customer C Holdings,Vendor payment,JE-10533
2024-02-28,2863.61,7000,Cash Disbursements,Reliant Repair Services,Equipment lease,JE-10534
2024-06-24,19316.87,4000,Sales Revenue,Vector IT Solutions,Reimbursement,JE-10535
2024-02-26,737.42,6500,Travel & Entertainment,Northstar Utilities,Equipment lease,JE-10536
2024-09-09,7012.59,5100,Inventory Purchases,Pacific Office Co,Routine purchase,JE-10537
2024-01-05,883.71,6010,Payroll Tax Expense,Bridgepoint Travel,Monthly invoice,JE-10538
2024-05-22,2781.99,6900,Repairs & Maintenance,Quantum Software Inc,Routine purchase,JE-10539
2024-05-16,962.84,6800,Insurance Expense,Quantum Software Inc,Subscription renewal,JE-10540
2024-01-10,153.64,6300,Office Supplies,Customer D Industries,Routine purchase,JE-10541
2024-07-30,349.26,6200,Utilities Expense,Vector IT Solutions,Reimbursement,JE-10542
2024-04-16,4259.46,4100,Service Revenue,Citywide Rentals LLC,Equipment lease,JE-10543
2024-03-15,635.64,6700,Software Subscriptions,Customer D Industries,Supplies order,JE-10544
2024-06-25,364.32,6200,Utilities Expense,Standard Bank,Recurring charge,JE-10545
2024-01-26,4964.68,5100,Inventory Purchases,Pacific Office Co,Equipment lease,JE-10546
2024-03-28,1298.02,6500,Travel & Entertainment,Bridgepoint Travel,Subscription renewal,JE-10547
2024-02-13,1300.06,6600,Marketing Expense,Summit Marketing Group,,JE-10548
2024-11-12,4369.07,5100,Inventory Purchases,Bayview Logistics,Service rendered,JE-10549
2024-05-29,216.77,6500,Travel & Entertainment,Customer A Corp,Monthly invoice,JE-10550
2024-08-30,6138.68,6000,Salaries Expense,Customer D Industries,Service rendered,JE-10551
2024-07-09,1327.74,5000,Cost of Goods Sold,Customer B LLC,Vendor payment,JE-10552
2024-02-02,391.01,6700,Software Subscriptions,Northstar Utilities,Vendor payment,JE-10553
2024-08-30,360.15,6900,Repairs & Maintenance,Citywide Rentals LLC,Subscription renewal,JE-10554
2024-04-04,50.0,6900,Repairs & Maintenance,Summit Marketing Group,Routine purchase,JE-10555
2024-09-18,3032.82,4100,Service Revenue,Standard Bank,Vendor payment,JE-10556
2024-12-31,1001.25,6500,Travel & Entertainment,Apex Payroll Services,Monthly invoice,JE-10557
2024-04-22,476.19,6200,Utilities Expense,Greenline Insurance,Monthly invoice,JE-10558
2024-11-15,973.03,6400,Professional Fees,Customer A Corp,Service rendered,JE-10559
2024-06-27,353.35,6700,Software Subscriptions,Bayview Logistics,Subscription renewal,JE-10560
2024-12-17,16568.78,2000,Accounts Payable,Pacific Office Co,Service rendered,JE-10561
2024-04-02,1036.3,6800,Insurance Expense,Customer D Industries,Equipment lease,JE-10562
2024-07-12,1545.32,6600,Marketing Expense,Vector IT Solutions,Routine purchase,JE-10563
2024-04-09,5559.71,4000,Sales Revenue,Customer D Industries,Routine purchase,JE-10564
2024-04-26,1628.94,6600,Marketing Expense,Customer D Industries,Subscription renewal,JE-10565
2024-01-30,1192.87,1200,Accounts Receivable,Echo Services #1935,Equipment lease,JE-10566
2024-03-29,5426.47,6000,Salaries Expense,Standard Bank,Monthly invoice,JE-10567
2024-11-07,230.34,6200,Utilities Expense,Reliant Repair Services,Vendor payment,JE-10568
2024-05-08,273.55,6300,Office Supplies,Standard Bank,Equipment lease,JE-10569
2024-10-18,7391.76,4000,Sales Revenue,Northstar Utilities,Reimbursement,JE-10570
2024-03-09,3713.71,5000,Cost of Goods Sold,Customer B LLC,Subscription renewal,JE-10571
2024-12-04,3023.0,5000,Cost of Goods Sold,Northstar Utilities,Recurring charge,JE-10572
2024-04-22,1254.77,6800,Insurance Expense,Apex Payroll Services,Reimbursement,JE-10573
2024-08-20,5353.35,6000,Salaries Expense,Customer D Industries,Routine purchase,JE-10574
2024-03-30,2658.14,4100,Service Revenue,Standard Bank,Reimbursement,JE-10575
2024-01-29,294.89,6900,Repairs & Maintenance,Vector IT Solutions,Subscription renewal,JE-10576
2024-12-09,180.35,6300,Office Supplies,Customer B LLC,Service rendered,JE-10577
2024-05-23,5000.0,7000,Cash Disbursements,Reliant Repair Services,Monthly invoice,JE-10578
2024-05-25,24850.0,6400,Professional Fees,Vista Trading Co #1989,,JE-10579
2024-01-29,2987.91,6100,Rent Expense,Bayview Logistics,Reimbursement,JE-10580
2024-08-20,500.0,4000,Sales Revenue,Summit Marketing Group,Subscription renewal,JE-10581
2024-06-20,50.0,6600,Marketing Expense,Summit Marketing Group,Service rendered,JE-10582
2024-01-30,937.54,6900,Repairs & Maintenance,Customer C Holdings,Monthly invoice,JE-10583
2024-08-30,407.51,6700,Software Subscriptions,Customer A Corp,Monthly invoice,JE-10584
2024-10-30,3734.27,5000,Cost of Goods Sold,Standard Bank,Routine purchase,JE-10585
2024-03-29,1283.69,6800,Insurance Expense,Customer B LLC,Reimbursement,JE-10586
2024-02-16,742.54,6700,Software Subscriptions,Summit Marketing Group,Supplies order,JE-10587
2024-08-14,443.17,6900,Repairs & Maintenance,Bayview Logistics,Equipment lease,JE-10588
2024-12-24,389.0,6700,Software Subscriptions,Reliant Repair Services,Supplies order,JE-10589
2024-12-22,500.0,6600,Marketing Expense,Customer A Corp,Routine purchase,JE-10590
2024-06-10,481.65,6200,Utilities Expense,Bridgepoint Travel,Supplies order,JE-10591
2024-10-21,1582.25,7000,Cash Disbursements,QuickFix Consultants #1943,Equipment lease,JE-10592
2024-05-16,170.97,6300,Office Supplies,Quantum Software Inc,Supplies order,JE-10593
2024-03-05,876.41,4100,Service Revenue,Quantum Software Inc,Recurring charge,JE-10594
2024-07-26,3139.49,7000,Cash Disbursements,Customer C Holdings,Monthly invoice,JE-10595
2024-12-18,416.03,6200,Utilities Expense,Greenline Insurance,Routine purchase,JE-10596
2024-05-30,4883.32,4000,Sales Revenue,Northstar Utilities,Routine purchase,JE-10597
2024-11-11,133.77,6600,Marketing Expense,Customer C Holdings,Vendor payment,JE-10598
2024-11-12,1655.14,6600,Marketing Expense,Bridgepoint Travel,Service rendered,JE-10599
2024-06-18,682.58,6200,Utilities Expense,Bridgepoint Travel,Recurring charge,JE-10600
2024-07-21,2778.89,6100,Rent Expense,Customer C Holdings,Vendor payment,JE-10601
2024-05-19,2151.16,5000,Cost of Goods Sold,Quantum Software Inc,Recurring charge,JE-10602
2024-03-24,2347.38,6600,Marketing Expense,Apex Payroll Services,Recurring charge,JE-10603
2024-06-24,2777.04,5000,Cost of Goods Sold,Bridgepoint Travel,Monthly invoice,JE-10604
2024-12-09,1212.12,6800,Insurance Expense,Greenline Insurance,Supplies order,JE-10605
2024-02-09,7623.7,4100,Service Revenue,Bayview Logistics,Supplies order,JE-10606
2024-08-30,3825.84,4100,Service Revenue,Citywide Rentals LLC,Vendor payment,JE-10607
2024-03-21,2572.32,5000,Cost of Goods Sold,Pacific Office Co,Routine purchase,JE-10608
2024-02-19,3793.14,4000,Sales Revenue,Quantum Software Inc,Recurring charge,JE-10609
2024-06-24,491.09,6300,Office Supplies,Vector IT Solutions,Supplies order,JE-10610
2024-06-27,2955.57,6100,Rent Expense,Standard Bank,Equipment lease,JE-10611
2024-04-05,50.0,6900,Repairs & Maintenance,Apex Payroll Services,Vendor payment,JE-10612
